Name,Address,Year,Keywords,Latitude,Longitude,Belongs_to_Berlin,matched_styles,matched_types
Charité-Neubau,Berlin Bezirk Mitte Mitte Luisenstraße,1975,Hochhaus Krankenhaus,52.5235082,13.3794808,True,,
Freibad Monbijoupark,Berlin Bezirk Mitte Mitte Monbijoupark,1960,Freibad,52.5231643,13.3963109,True,,
Interbau-Bauteil (Wohnhausgruppe),Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Händelallee26/28/30/32/34,1957,IBA 1957 (Interbau) Mehrfamilienhaus,52.5213115,13.3433225,True,,Wohngebäude - Einfamilienhaus
evangelische Kirche Hohenschönhausen (Taborkirche),Berlin Bezirk Lichtenberg Alt-Hohenschönhausen Hauptstraße42,,Frühgotik Wehrkirchen Fachwerk Triumphbogen Kirche Glaubensrichtung: evangelisch,52.54875999999999,13.5076705,True,Mittelalter - Gotik,
Umbau der Reichskanzlei,Berlin Bezirk Mitte Mitte Voßstraße,1934,barocke Rolltreppen Marmor Plattenbau,52.510986,13.3800443,True,Barock/Rokoko - Barock,
Franziskanerkirche,Berlin Bezirk Mitte Mitte Klosterstraße73a,um 1270/1280,Backsteingotik Saalkirche frühgotischen kreuzgewölbte Basilika Pfeilerarkaden Bartholomäus Fachwerktreppe Lettner Hochgotik Kirche Basilika Glaubensrichtung: Franziskaner,52.5183585,13.4122923,True,Mittelalter - Gotik,
Rosmarin Karree,Berlin Bezirk Mitte Mitte Behrenstraße47;Rosmarinstraße9,ca. 1997,Blockrandbebauung Bürogebäude Mehrfamilienhaus,52.5161032,13.3898528,True,,Wohngebäude - Einfamilienhaus
Italienische Botschaft,Berlin Bezirk Mitte Tiergarten Tiergartenstraße21a-23,1938–1941,Travertin Denkmalschutz Faschistische Architektur Botschaft von Italien,52.5093746,13.3605846,True,Antike - Römische Architektur,Denkmalschutz - Denkmalschutz
Hotel an der Spree,Berlin Bezirk Treptow-Köpenick Alt-Treptow,1993,Hotel Lage: Fluß Lage: Park Pavillonsystem,52.4917223,13.4577383,True,,Freizeiteinrichtungen - Park
Landhaus Mittelhof für den Generaldirektor Wilhelm Mertens,Berlin Bezirk Steglitz-Zehlendorf Nikolassee Kirchweg33; Im Mittelbusch,1914–1915,Einfamilienhaus,52.4276403,13.2036318,True,,Wohngebäude - Einfamilienhaus
Chauffeurshaus der Villa Sommerfeld,Berlin Bezirk Steglitz-Zehlendorf Lichterfelde Limonenstraße30A,,Einfamilienhaus,52.417778,13.3056448,True,,Wohngebäude - Einfamilienhaus
Kunstbibliothek und Kupferstichkabinett,Berlin Bezirk Mitte Tiergarten Matthäikirchplatz22;Tiergartenstraße5-11,1962–1985,Bibliothek Foyer Lage: Platz Museum für Kunst,52.5107402,13.3688552,True,,Öffentliche Gebäude - Palast
Stadtautobahn und S-Bahn,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg,,,52.5166023,13.3041054,True,,
Auswärtiges Amt - Sanierung Altbau,Berlin Bezirk Mitte Mitte Werderscher Markt;Kurstraße36,1998–1999,Innenarchitektur Regierungsgebäude Sanierung Umbau,52.5152198,13.3980206,True,Antike - Römische Architektur,Öffentliche Gebäude - Regierungsgebäude
Außenministerium der DDR,Berlin Bezirk Mitte Mitte(Kreisfreie Stadt Berlin) Schloßplatz,1959,Regierungsgebäude Riegel Solitär,52.5180271,13.4004918,True,,Öffentliche Gebäude - Regierungsgebäude
Schloss Tegel der Familie Humboldt,Berlin Bezirk Reinickendorf Tegel Adelheidallee 19-21,ca. 1835,Herrenhaus Jagdschloss Sandstein Johanniterordens Denkmalschutz Klassizismus Schloss Umbau,52.5953862,13.2766465,True,Klassizismus - Klassizismus,Öffentliche Gebäude - Schloss
Wohnhochhaus auf der Interbau,Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Bartningallee9,1956–1958,16-geschossig Geschosswohnung Hochhaus IBA 1957 (Interbau) Mehrfamilienhaus Wohnanlage,52.5213115,13.3433225,True,,Wohngebäude - Einfamilienhaus
Physiologisches und Pharmakologisches Institut,Berlin Bezirk Mitte Mitte Charlottenstraße94-96,1873–1883,,52.5052212,13.3927011,True,,
Verbauungsplan Groß-Berlin,Berlin,1909,Wettbewerb,52.52000659999999,13.404954,True,,
Zentrum am Zoo,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Budapester Straße38-50,1955–1957,Ensemble Mischnutzung,52.5020821,13.320659,True,,
Grabdenkmal der Familie Gregorovius,Berlin,1915,Denkmal,52.52000659999999,13.404954,True,,
Hofhäuser in Zehlendorf,Berlin Bezirk Steglitz-Zehlendorf Zehlendorf Königsweg; Hohentwielsteig,2001,Künstleratelier Hofhaus,52.4307458,13.2438795,True,,Sonstige Gebäude - Künstleratelier
Wohnhochhaus auf der Interbau,Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Bartningallee16,1956–1958,16-geschossig Geschosswohnung Hochhaus IBA 1957 (Interbau) Mehrfamilienhaus,52.5213115,13.3433225,True,,Wohngebäude - Einfamilienhaus
Palmenhaus auf der Pfaueninsel,Berlin Bezirk Steglitz-Zehlendorf Wannsee Park Pfaueninsel,1829–1831,Gewächshaus Glashaus Holzkonstruktion,52.434504,13.131111,True,,Gewächshäuser und Gärten - Gewächshaus
Museum Hamburger Bahnhof,Berlin Bezirk Mitte Tiergarten Invalidenstraße50,1997,"Halle Lichtführung Museum Museum für Kunst Umbau Umnutzung: Bahnhof Aluminium-Glasfassade Fugenausbildung Lichtdecke Wettbewerb, 1. Preis",52.52567209999999,13.3659247,True,,Öffentliche Gebäude - Bauhof
Mehrfamilienhaus,Berlin Bezirk Steglitz-Zehlendorf Dahlem Miquelstraße,1980,2-geschossig Atrium Flachdach Hof Innenhof Lochfassade Mehrfamilienhaus Solitär Stadthaus Symmetrie,52.4676345,13.2907884,True,,Wohngebäude - Einfamilienhaus
Produktionsanlage für Stahlelemente,Berlin Bezirk Lichtenberg,1978,Fabrik,52.53359039999999,13.4998575,True,,
Admirals-Palast (Metropol-Theater),Berlin Bezirk Mitte Mitte Friedrichstraße101/102;Planckstraße,1910,Mosaikbildern Art-déco,52.5218813,13.3891516,True,Historismus - Art déco,
Siedlung Charlottenburg-Nord,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg-Nord Halemweg; Heilmannring; Toeplerstraße,1955–1961,Siedlung Wohnanlage,52.5381206,13.2794133,True,,
Projekt für ein Glashochhaus,Berlin Bezirk Mitte Mitte Friedrichstraße,1921,Appartement Form: amorph Geschosswohnung Glasfassade Hochhaus Solitär,52.5147655,13.3891804,True,,
Neue Gemäldegalerie,Berlin Bezirk Mitte Tiergarten Matthäikirchplatz8,1992–1998,Kunstmuseum Halle Klassizismus Museum Museum für Kunst Raumabfolge Säule Wandverkleidung Kunstmuseum,52.5081569,13.3665569,True,Klassizismus - Klassizismus,Öffentliche Gebäude - Mausoleum
Zwei Bürogebäude an der Spree,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Carnotstraße,1993–1996,Bürogebäude Lage: Fluß Skelettbau Fassadenraster,52.5229976,13.3208258,True,,
Wohnsiedlung »Am Fischtal«,Berlin Bezirk Steglitz-Zehlendorf Zehlendorf,1928–1929,Weißenhofsiedlung Pergolen Weißenhofsiedlung Neuen Bauens Dammerstock Wohnanlage,52.43507719999999,13.2604251,True,,
Haus Dr. Sternefeld,Berlin Bezirk Charlottenburg-Wilmersdorf Westend Heerstraße107,1923–1924,Einfamilienhaus,52.5066196,13.2351097,True,,Wohngebäude - Einfamilienhaus
Palast der Republik,Berlin Bezirk Mitte Mitte Schloßplatz,1973–1976,Stahlkonstruktion Stahlskelettbau Foyerbereichen gastronomische Einrichtungen Diskothek Marmor barocken Foyer Glasfassade Lage: Platz Regierungsgebäude Solitär,52.5180271,13.4004918,True,Barock/Rokoko - Barock,Öffentliche Gebäude - Regierungsgebäude
Berolinahaus,Berlin Bezirk Mitte Mitte Alexanderplatz1,1929–1932,Hochhauses Moderne Denkmalschutz denkmalgerechte Sanierung Brandwand Erker Lobby Bürogebäude Geschäftshaus Ensemble Lage: Platz Fassadenraster,52.5211666,13.413318,True,Moderne - Postmoderne,Öffentliche Gebäude - Palast
Wohnanlage,Berlin Bezirk Pankow Pankow Kissingenstraße7–10;Borkumstraße18-19A; Lauterbachstraße 4–9; Lohmestraße 1-6; Sellinstraße 1-12,1926–1928,Wohnanlage,52.5666218,13.418458,True,,
Concorde-Hotel,Berlin Bezirk Charlottenburg-Wilmersdorf Wilmersdorf Joachimsthaler Straße33/35,2002–2005,Art-déco-Stil Hotel,52.5005609,13.3309491,True,,
Max Reinhardt Haus,Berlin,1992,Einfamilienhaus,52.52000659999999,13.404954,True,,Wohngebäude - Einfamilienhaus
Schloss Charlottenburg,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Luisenplatz1,1695–1699,Barocks Rokokos Bauensemble Risaliten Orangerie Barockgarten freimaurische Rokoko Attika Barock Orangerie barocken Barockgarten Rokokos Gotische barocken barocken Gartenanlagen Ornamentik Sichtachse Barock Regierungsgebäude Schloss Rokoko Ehrenhof Baustil Barock Rokoko,52.5166023,13.3041054,True,Barock/Rokoko - Barock,Öffentliche Gebäude - Regierungsgebäude
Kastellanshaus,Berlin Bezirk Steglitz-Zehlendorf Wannsee Park Pfaueninsel,1795–1796,,52.434504,13.131111,True,,
Einfamilienhäuser für die Interbau Berlin,Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Hanseatenweg,1957,Einfamilienhaus IBA 1957 (Interbau) Wohnanlage Wettbewerb,52.5184899,13.3450449,True,,Wohngebäude - Einfamilienhaus
Jugendwohnheim,Berlin Bezirk Pankow Blankenburg Parkstraße,ca. 2000,,52.5895619,13.4624715,True,,
Flughafen Tempelhof,Berlin Bezirk Tempelhof-Schöneberg Tempelhof Platz der Luftbrücke,1936–1941,Verkehrsflughäfen Gebäudekomplexes Internationalen Bauausstellung neoklassizistischen Großflughafens Denkmalschutz Hangars NS-Architektur Wandmalereien Eisenbahntunnel Tunnel Auskragung Flughafen Flughafengebäude Form: geschwungen Überdachung Form: Ellipse Faschistische Architektur,52.4845468,13.3874792,True,Antike - Römische Architektur,Freizeiteinrichtungen - Ausstellung
Dorfkirche Lichtenberg,Berlin Bezirk Lichtenberg Lichtenberg Loeperplatz,2. Hälfte 13. Jahrhundert,frühgotischer Kirche Denkmalschutz Satteldach barocke giebel gotische Portalen Filialkirche Spätgotik Kreuzgewölbe Laterne Ziegelsteinen neogotischen Marmor Kirche Frühgotik Saalkirche,52.520564,13.4798742,True,Mittelalter - Gotik,Sonstige Gebäude - Sportanlage
Leistikowhaus,Berlin Bezirk Charlottenburg-Wilmersdorf Westend Leistikowstraße 2,1909–1910,Geschosswohnung Mehrfamilienhaus,52.5133766,13.267872,True,,Wohngebäude - Einfamilienhaus
Großsiedlung Siemensstadt,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg-Nord(Großsiedlung Siemensstadt) Jungfernheideweg;Goebelstraße,1929–1931,Neuen Bauens Flachdach Großsiedlung Internationaler Stil Moderne Siemensstadt Stadtplanung Wohnanlage Zeile,52.5393193,13.2726086,True,Moderne - Internationaler Stil,Öffentliche Gebäude - Stadtplanung
Telefunken-Hochhaus,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Ernst-Reuter-Platz3,1958–1960,Bürogebäude Hochhaus skelettbau Sichtbeton Aufzugsanlage Treppenhäuser Fluchttreppe Mosaiken Brandschutzmaßnahmen Bürogebäude Hochhaus,52.5126123,13.3218751,True,,
Wohn- und Geschäftshaus Block 5,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Rudi-Dutschke-Straße28 (Kochstraße62);Friedrichstraße43,bis 1986,Internationalen Bau­aus­stel­lung 1987 8-geschossig Anbau Blockrandbebauung Eckhaus einhüftig Fassade Quadratfenster Flachdach Form: Kubus Geschosswohnung IBA 1984 (Berlin) Laubengang Mehrfamilienhaus Sozialwohnung,52.5069552,13.3943813,True,Moderne - Internationaler Stil,Wohngebäude - Einfamilienhaus
Wohnhäuser an der Afrikanischen Straße,Berlin Bezirk Mitte Wedding Tangastraße 8b; Afrikanische Straße 19/21/23; Ugandastraße 8a Berlin Bezirk Mitte Wedding Afrikanische Straße 15/17; Tangastraße 8a Berlin Bezirk Mitte Wedding Ugandastraße 8b; Afrikanische Straße 29/31/33; Dualastraße 12a Berlin Bezirk Mitte Wedding Dualastraße 12b; Afrikanische Straße 37/39/41; Sambesistraße 10a,1925–1927,Flachdach U-Form Mehrfamilienhaus,52.54763029999999,13.3416268,True,,Wohngebäude - Einfamilienhaus
Französischer Dom (Französische Kirche),Berlin Bezirk Mitte Mitte Gendarmenmarkt5,1701–1705,Barock reformierte Bischofskirche Reformierten Palladianismus Frühklassizismus Kathedrale Kirche Treppenturm Spätbarock,52.51436,13.39214,True,Barock/Rokoko - Barock,
Kirche Sankt Hedwig (Sankt Hedwigs-Kathedrale),Berlin Bezirk Mitte Mitte Hinter der katholischen Kirche 3,1747–1773,römisch-katholische Bischofskirche Pfarrkirche St. Hedwig Rundbau Sanierung Patrozinium Hedwig von Andechs Giebel Laterne Giebelrelief expressionistischer neobarocken barocke Kapellen Laterne Hedwig von Andechs Giebeldreiecks Atelier Krypta Petrus Bauhaus Krypta Basiliken Taufkapelle Krypta Liturgie Laterne heiligen Hedwig Eckhaus Frühklassizismus Kathedrale Kirche Kuppel Lage: Platz Portikus Zentralbau Spätbarock Sankt Hedwig,52.515339,13.3947641,True,Barock/Rokoko - Barock,Öffentliche Gebäude - Palast
Berlinische Galerie,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Alte Jakobstraße 124,2003–2004,Mosaike Jugendstil Bauhauses Museum,52.5039543,13.3981536,True,Historismus - Jugendstil,Öffentliche Gebäude - Mausoleum
Kanalhalle der Elektro-Thermit GmbH,Berlin Bezirk Tempelhof-Schöneberg Tempelhof Colditzstraße31–35,1939–1940,Industriehalle,52.4558779,13.3949669,True,,Industriegebäude - Industriebau
Haus Mohrmann,Berlin Bezirk Tempelhof-Schöneberg Lichtenrade Falckensteinstraße10,1939,Einfamilienhaus Satteldach Solitär Form: organisch,52.3795014,13.4038723,True,,Wohngebäude - Einfamilienhaus
Abspannwerk Oberspree,Berlin Bezirk Treptow-Köpenick Oberschöneweide Wilhelminenhofstraße78; Laufener Straße Berlin Bezirk Treptow-Köpenick Oberschöneweide Wilhelminenhofstraße77,1912,Umspannstation,52.4603893,13.520832,True,,
Akademie der Künste,Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Hanseatenweg10,1959–1960,Denkmalschutz Interbau Brutalismus Foyer Kiefernholz Sanierung Brandschutz IBA 1957 (Interbau) Museum für Kunst Universitätsgebäude Veranstaltung,52.5213115,13.3433225,True,Moderne - Brutalismus,Öffentliche Gebäude - Mausoleum
Dorfkirche Buckow,Berlin Bezirk Neukölln Buckow Alt-Buckow 38,ca. 1220,Saalbau frühgotischen Kreuzgratgewölben barocke spätgotischen Bronze Kirche Spätromanik Saalkirche,52.4220914,13.4306066,True,Mittelalter - Romanik,Öffentliche Gebäude - Saalbau
Reichsbank,Berlin Bezirk Mitte Mitte Kurstraße;Unterwasserstraße,1933,Bankgebäude Bürogebäude Innenhof Wettbewerb,52.5129025,13.4000889,True,,Öffentliche Gebäude - Sanitärgebäude
Bekenntniskirche,Berlin Bezirk Treptow-Köpenick Alt-Treptow Plesser Straße 4,1930–1931,Saalkirche expressionistischen Mosaik Heiligen Geist Maria Trinität Blockrandbebauung Glaubensrichtung: evangelisch Mauerwerk aus Ziegel Pfarrkirche,52.489242,13.4518879,True,Moderne - Expressionismus,
Zellengefängnis Moabit,Berlin Bezirk Mitte Moabit Invalidenstraße54,1842–1849,Gefängnis Denkmalschutz Gefängnis,52.5257301,13.3655571,True,,Öffentliche Gebäude - Gefängnis
Sporthalle Charlottenburg,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Sömmeringstraße 29,1960–1965,Sporthalle,52.5235457,13.3049701,True,,Sonstige Gebäude - Sportanlage
Wohnstadt »Carl Legien«,Berlin Bezirk Pankow Prenzlauer Berg Erich-Weinert-Straße,1929–1930,Denkmalschutz Loggien Neuen Bauens Flachdach Internationaler Stil Wohnanlage Putzfassade,52.5479418,13.4282889,True,Moderne - Internationaler Stil,Industriegebäude - Silo
U-Bahnhof Hermannplatz,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Hermannplatz,1926,Rolltreppen Aufzüge Fliesen Art déco Bahnstation Farbe: gelb Farbigkeit unterirdisch U-Bahnverkehr,52.4870183,13.4249841,True,,
Mehrfamilienwohnhaus-Bebauung am Hortensienplatz,Berlin Bezirk Steglitz-Zehlendorf Lichterfelde Hortensienplatz; Hortensienstraße 34-63; Tulpenstraße,1925–1926,Mehrfamilienhaus Wohnanlage,52.4485468,13.3073008,True,,Wohngebäude - Einfamilienhaus
Vier Einfamilienhäuser,Berlin Bezirk Steglitz-Zehlendorf Zehlendorf Onkel-Tom-Straße85/87/89/91,1923,Einfamilienhaus,52.4495936,13.2518296,True,,Wohngebäude - Einfamilienhaus
Haus Dr. Abraham,Berlin Bezirk Steglitz-Zehlendorf Zehlendorf Beerenstraße64,1927–1928,2-geschossig Einfamilienhaus Flachdach Internationaler Stil Solitär,52.43507719999999,13.2604251,True,Moderne - Internationaler Stil,Wohngebäude - Einfamilienhaus
Haus Mendelsohn,Berlin Bezirk Charlottenburg-Wilmersdorf Westend Am Rupenhorn6,1929,2-geschossig Einfamilienhaus,52.51621189999999,13.2600039,True,,Wohngebäude - Einfamilienhaus
Bürogebäude,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Stresemannstraße;Dessauer Straße,1993,Bürogebäude,52.50656370000001,13.3795818,True,,
Lehrter Stadtbahnhof,Berlin Bezirk Mitte Tiergarten Invalidenstraße;Lehrter Straße,1871–1882,Personenbahnhof Viadukt denkmalgeschützte Bahnhof,52.5252314,13.3657007,True,,Öffentliche Gebäude - Bauhof
Berliner Siegessäule,Berlin Bezirk Mitte Tiergarten Großer Stern,1864–1873,Bronzeskulptur neoklassizistische Granit Festons Glasmosaik restauriert bronzenen Denkmal Turm,52.5146773,13.3491297,True,Moderne - Neoklassizismus,Öffentliche Gebäude - Turm
Interbau-Bauteil (Wohnhaus),Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Händelallee63,1957,IBA 1957 (Interbau) Mehrfamilienhaus,52.5213115,13.3433225,True,,Wohngebäude - Einfamilienhaus
Kino Capitol und Geschäfte,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Budapester Straße42/44/46,1925,Kino neuromanischen expressionistisch Marmorplatten Geschäft Kino,52.5020821,13.320659,True,Moderne - Expressionismus,
Umbau Singakademie Unter den Linden,Berlin Bezirk Mitte Mitte Unter den Linden,1946–1947,Umbau,52.5168975,13.3892254,True,,
Haus Sommerfeld,Berlin Bezirk Steglitz-Zehlendorf Lichterfelde Limonenstraße30,1920–1921,Bauhaus Kalkstein Walmdach expressionistische Bauhaus Einfamilienhaus Expressionismus Frühwerk Holzkonstruktion Walmdach,52.4313941,13.3096735,True,Moderne - Expressionismus,Wohngebäude - Einfamilienhaus
Bürogebäude der IBM,Berlin Bezirk Tempelhof-Schöneberg Marienfelde Nahmitzer Damm 12,1987,6-geschossig Bürogebäude Flachdach Lochfassade Form: Winkel,52.4092456,13.368295,True,,
Umbau des Abspannwerks Leibnitzstraße,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Leibnizstraße65;Leibnizstraße@Niebuhrstraße,1999–2000,Um- und Abspannwerk Stahlskelettbauweise Sheddach Bürogebäude Künstleratelier Umbau Umnutzung: Technikgebäude,52.5046372,13.313092,True,,Öffentliche Gebäude - Technikgebäude
Haus Kirsten,Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Händelallee65,1960–1961,Einfamilienhaus Bauen im eigenen Auftrag,52.5213115,13.3433225,True,,Wohngebäude - Einfamilienhaus
27. Grundschule und Fritz-Reuter-Oberschule,Berlin Bezirk Lichtenberg Neu-Hohenschönhausen(Wartenberg) Prendener Straße 15/29,1995–1997,Eckhaus Flachdach Schule Steinplattenfassade,52.5712082,13.5211201,True,,
Wohnung G.,Berlin,bis 2000,,52.52000659999999,13.404954,True,,
Jüdisches Gemeindehaus,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Fasanenstraße79-80,1957–1959,Freitreppe Foyer Sakralbau Schule Skelettbau aus Beton Synagoge Baustil,52.5043057,13.3284599,True,,Öffentliche Gebäude - Saalbau
Berlin Voids,Berlin Bezirk Pankow Prenzlauer Berg Bornholmerstraße,1991,"Hochhaus Mischnutzung Platz unterirdisch Fassadengestaltung Wettbewerb, 1. Preis",52.5543625,13.4061162,True,,Öffentliche Gebäude - Palast
Mehrfamilienhauszeile in der Siemensstadt (Ringsiedlung),Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg-Nord(Großsiedlung Siemensstadt) Goebelstraße,1929–1931,Form: geschwungen Mehrfamilienhaus Siemensstadt Zeile Putzfassade,52.5386093,13.2750418,True,,Wohngebäude - Einfamilienhaus
Dorfkirche Zehlendorf,Berlin Bezirk Steglitz-Zehlendorf Zehlendorf Potsdamer Straße1;Clayallee,1768,Zentralbau Denkmalschutz Zentralbau Oktogons Saalkirche Barock Lisenen Zeltdach Form: Oktogon Zentralbau Spätbarock Pfarrkirche,52.4349959,13.2605227,True,Barock/Rokoko - Barock,Denkmalschutz - Denkmalschutz
"Stadtvilla an der Rauchstraße, Haus 2",Berlin Bezirk Mitte Tiergarten Thomas-Dehler-Straße5,1983–1985,Form: Kubus IBA 1984 (Berlin) Lochfassade Mehrfamilienhaus Postmoderne Solitär,52.5095872,13.3472168,True,Moderne - Postmoderne,Wohngebäude - Einfamilienhaus
Königliche Münze,Berlin Bezirk Mitte Mitte Werderscher Markt,1798–1800,Mittelrisalit Galerie Oberlicht Spindeltreppe Gusseisen Sandstein 3-geschossig Eingang Revolutionsarchitektur skulpturaler Bau Sockel Industriebau: Gewerbe Münzstätte,52.5152198,13.3980206,True,,Öffentliche Gebäude - Münzstätte
DG Bank,Berlin Bezirk Mitte Mitte Pariser Platz3 Berlin Bezirk Mitte Mitte Pariser Platz,1996–1999,Atrium Sandsteinfassade Innenhof Bankgebäude Bürogebäude Glasdach Innenhof Lage: Platz Lage: Stadtzentrum Wettbewerb,52.5155002,13.3790081,True,,Öffentliche Gebäude - Sanitärgebäude
Wiederaufbau der Bauakademie,Berlin Bezirk Mitte Mitte Schinkelplatz1;Werderscher Markt,1995,Forschungsgebäude Kulturzentrum Wiederaufbau alt-neu Wettbewerb,52.515593,13.3987344,True,,Öffentliche Gebäude - Regierungsgebäude
